title,address,contentId,contentTypeId,tag,reason,cat1,cat2,cat3,cat1_name,cat2_name,cat3_name,mapx,mapy,overview
물결그림,제주특별자치도 제주시 함덕5길 8-7,2991120,32,indoor,indoor:숙박/펜션/호텔,B02,B0201,B02010700,숙박시설,관광호텔,펜션,126.6595658566,33.5444525773,"2022년 제주에서 가장 아름다운집(곱들락한집)을 수상하였다. 제주 함덕리 마을 안 아늑한 집에 물의 마당을 품은 숙소다. 물의 마당은 한 폭의 캔버스가 되어 자연과 집, 그리고 사람의 모습을 담아낸다. 고요한 시선으로 햇빛과 달빛에 반짝이는 은결을 느낄 수 있는 시간을 보낼 수 있다. 제주의 바다, 햇살, 달빛, 바람의 결을 온전히 담아내는 공간이다. 전통과 현대적인 요소가 조화를 이루며 지루하지 않은 다채로운 집으로 창밖을 바라보며 마음의 여유를 느끼며 온전한 쉼에 다다를 수 있다. 옛 공간의 결을 살린 툇마루와 한지 조명의 아늑한 속에서 따뜻한 티를 마시며 도란도란 이야기를 나누기 좋다. 청안한 밤과 예쁜 꿈을 이룰 수 있는 특별한 공간에 초대한다."
물드리네,제주특별자치도 제주시 한경면 낙산로 4-28,879633,12,outdoor,indoor:전시 | outdoor:산,A02,A0203,A02030200,역사관광지,농.산.어촌 체험,전통체험,126.2269445635,33.3227424721,"제주 한경면에 위치한 물드리네는 천연염색 체험장이다. 2010년 신라대학교 전통염색연구소 제주교육장으로 인증받은 우수한 염색교육장으로 알려져 있다. 500여 평의 규모에 전시실, 염색체험장이 있으며 근처에 염료식물을 재배하고 있다. 물드리네는 체험학습자의 연령별, 인지 정도에 따른 염색체험과 염색에 관심이 있는 사람들을 위한 천연염색교실을 운영하고 있다. 염색 재료는 제주풋감, 억새, 귤, 찻잎, 동배잎, 쪽, 홍화, 자근, 치자 등 제주지역의 나무와 풀 그리고 각종 한약재를 사용한다."
물뫼힐링팜,제주특별자치도 제주시 애월읍 예원로 51,2705296,12,outdoor,outdoor:계곡/산/트레킹,A02,A0203,A02030400,역사관광지,농.산.어촌 체험,이색체험,126.3965683162,33.4642655959,"물뫼힐링팜은 자연, 농업과 함께 상생하며 다양한 치유 프로그램을 운영하고 있는 치유 농장이다. 밭담트레킹, 명상, 작물재배, 힐링 푸드 등 다양한 치유 프로그램을 통해 내 몸 안의 자연치유 기능을 깨우고 몸과 마음의 자유를 찾는 것을 목표하고 있다. 계곡 트레킹, 계곡 명상, 트레킹, 치유농장 등 다양한 체험을 하며 몸과 마음을 치유하는 여행을 경험해 볼 수 있다."
물영아리오름,제주특별자치도 서귀포시 남원읍 태수로 552,2433925,12,outdoor,outdoor:공원/산/숲길/오름,A01,A0101,A01010400,자연관광지,국립공원,산,126.7169963890,33.3268525509,"물영아리는 신령스러운 산이란 뜻이다. 또한  ‘수령산’, ‘수령악’으로 불리며, ‘물의 수호신’이 산다는 말이 전해져 내려오는 곳이다. 이름 앞에 ‘물’은 분화구에 고인 습지를 품고 있어 붙은 접두어이다. 분화구의 깊이는 40여 m로 2100~2800년 전에 퇴적되었으며, 퇴적층의 깊이가 최대 10m에 이르는 습지오름이다. 
물영아리오름 람사르 습지 탐방은 여러 갈래의 숲길로 무더운 여름 날씨에도 뜨거운 태양을 피해 시원한 바람을 맞으며 탐방할 수 있으며, 비가 오는 날씨에도 몽환적인 분위기를 자아내어 찾는 이들의 감탄을 자아낸다.
물영아리오름은 수망리 중잣성 생태 탐방로와 연계되어 있다.  잣성은 제주도의 전통적인 목축 문화 유물로 목초지에 쌓아 올린 경계용 돌담을 뜻한다. 물영아리오름 주변에 주민들이 산지 축산을 하고 있어 오름 주변은 목가적인 풍경을 이룬다. 오름 탐방은 소 떼가 유유히 노니는 목장 둘레를 따라 반 바퀴를 돌고 나서야 본격적으로 시작된다. 
2006년 세계적인 습지 보호 단체에서 지정한 람사르습지로 지정된 보호 구역이기도 하다. 다양한 동식물의 서식지로 야생동물과 멸종위기종이 서식하고 있어 자연생태에 대한 보존가치가 매우 높다."
미깡창고,제주특별자치도 제주시 애월읍 중산간서로 6710-1,3037417,12,outdoor,indoor:카페 | outdoor:산/야외/오름/정원,A02,A0203,A02030100,역사관광지,농.산.어촌 체험,농.산.어촌 체험,126.4452558345,33.4605140048,"애월읍 광령리에 위치한 감성카페이다. 가게 외관은 귤 창고를 개조한 건물에 빈티지한 감성을 더한 모습이다. 가게 뒤편에 주차장이 있어 편리하다. 야외에 돌이 많고 위험해 케어키즈존을 강조하고 있다. 10월 중순 귤 수확 철에는 감귤 따기 체험이 가능하므로 인스타그램을 참조해서 방문해 보는 것도 좋겠다. 입구 길 양옆 억새길을 지나 테이블이 놓인 야외 정원에 들어오면 박공지붕의 카페건물이 눈에 들어온다. 카페 내부는 나무 천장이 드러나고 거친 시멘트벽이 우드톤의 가구들과 어우러져 편안하고 이국적인 느낌이다. 미깡창고에는 곳곳에 거울 셀카존을 마련하여 목가적인 분위기를 배경으로 제주도에서의 잊지 못할 인생샷을 남길 수 있다. 감성카페인 미깡창고에서 맛볼 수 있는 대표메뉴들은 모두 제주를 대표하는 단어들이다. 미깡주스, 돌담, 오름, 밭길 등이 그것이다."
미쁜제과,제주특별자치도 서귀포시 도원남로 16,2831622,39,indoor,indoor:베이커리/음식점/카페 | outdoor:정원,A05,A0502,A05020900,음식점,한식,카페/전통찻집,126.1801414853,33.2691643300,"제주도 서귀포 신도포구 근처에 있는 미쁜제과는 '믿음직스럽다'는 뜻의 순우리말 '미쁘다'에서 이름을 따온 한옥 베이커리 카페이다. 소금빵, 옛날팥방, 마약빵이 대표 메뉴이며 음료와 케이크류도 다양하다. 카페 뒤편은 작은 연못, 분수, 정자, 소철, 배롱나무 등으로 정원을 꾸몄고, 그네와 널뛰기 같은 놀이도 있는 자연과 전통이 어우러진 독특한 분위기를 자랑한다. 레트로한 감성과 볼거리, 즐길 거리를 제공하며 좌식, 의자 등 기호에 따라 자리 선택도 가능하다. 미쁜제과는 제주 여행 중 자연과 전통, 맛있는 빵과 음료를 동시에 즐길 수 있는 장소로, 가족 단위 관광객부터 연인까지 모두에게 추천할 만한 명소이다."
미스칠,제주특별자치도 제주시 일주서로 7831 (연동),2758924,39,indoor,indoor:실내/음식점,A05,A0502,A05020100,음식점,한식,한식,126.4833684316,33.4939470207,"돔베고기와 전복요리를 전문으로 하는 미스칠은 조림, 솥밥, 구이를 포함하여 다양하고 신선한 요리를 제공해 제주만의 특색 있는 향토의 맛을 느낄 수 있다. 메뉴 구성에 따라 미스칠 특선, 한상차림, 뚝배기 정식으로 선택할 수 있다. 아늑하고 깔끔한 실내 분위기는 제주를 느끼기에 더할 나위 없이 편안한 느낌을 준다. 한상차림 메뉴는 제주에서 꼭 먹어야 하는 것들로만 구성되어 있어 퀄리티 높은 제주 음식을 다양하게 맛보기에 안성맞춤이다. 공항에서도 가까워 접근성도 좋은 이곳은 관광객뿐만 아니라 현지 도민들에게도 이미 잘 알려져 있는 제주시 연동을 대표하는 맛집이다."
미스틱3도,제주특별자치도 제주시 1100로 2894-49 (노형동),2836873,39,indoor,indoor:베이커리/음식점/카페 | outdoor:산/정원,A05,A0502,A05020900,음식점,한식,카페/전통찻집,126.4873801880,33.4500241681,"미스틱3도는 제주시 노형동 신비의 도로 옆에 있다. 한라산이 보이는 가드닝 카페로 겨울 동백, 봄 벚꽃, 가을 핑크뮬리 등 다양한 꽃과 나무를 감상할 수 있다. 계절별로 시즌 음료를 선보이며, 제주 제철 식재료들을 이용해 더욱 신선하고 특별한 고 퀄리티 베이커리들과 음료들은 방문객들에게 만족감을 준다. 카페 내부는 세련된 디자인과 아늑한 분위기로 꾸며져 있어 편안한 휴식을 취하기에 안성맞춤이다. 정원 곳곳에는 동물친구들도 있어 교감을 위한 당근주기 체험도 준비되어 있어 아이와 함께 방문해도 좋다. 1월, 2월에는 동백꽃이 만개해 정원을 산책하며 제주의 겨울을 즐길 수 도 있다."
미악산,제주특별자치도 서귀포시 인정오름로 387-63,2765223,12,outdoor,outdoor:계곡/공원/산/오름/폭포,A01,A0101,A01010400,자연관광지,국립공원,산,126.5542194241,33.3005945221,"미악산은 한라산과 서귀포 시내권을 함께 조망할 수 있는 제주오름이다. 전사면으로 해송과 삼나무가 조림되어 있고, 북동사면 일부에 상록수가 우거진 숲을 이루고 있으나, 예전에는 풀밭오름이었다고 한다. 미악산 북쪽에서 동쪽으로 흐르는 효돈천계곡은 난대림이 우거지고 물이 맑으며 폭포가 있고, 돈내코유원지가 있어 절승의 계곡미를 이루고 있으며, 미악산 북쪽 난대림은 우리나라의 극상(極相)상태 보유림으로 알려져 있다. 서귀포 중앙부에 위치해 시내권과도 가까워 서귀포 시민들의 산책코스이며, 편백숲과 한라산 조망이 근사해서 관광객들도 찾는 오름이다.

(출처: 비짓제주 홈페이지)"
미엘드세화,제주특별자치도 제주시 구좌읍 해맞이해안로 1464,2838059,39,indoor,indoor:박물관/음식점/카페 | outdoor:해수욕장,A05,A0502,A05020900,음식점,한식,카페/전통찻집,126.8618543076,33.5245497062,"미엘드세화는 제주특별자치도 제주시 구좌읍 세화리의 조용한 시골 마을, 바닷가 근처에 자리 잡은 감성적인 디저트 카페이다. 세화 항구와 세화해수욕장 바로 앞에 위치해 있어, 푸른 바다를 바라보며 여유롭게 커피와 디저트를 즐길 수 있는 것이 큰 매력이다. 이곳의 대표 메뉴는 꿀을 넣고 부드러운 생크림을 올린 미엘 커피로 특유의 달콤하고 고소한 맛이 인기를 끌고 있다. 또한 신선한 당근을 활용한 당근 주스와 당근 케이크도 건강한 맛으로 많은 사랑을 받고 있다. 계절마다 제철 과일로 만든 디저트와 케이크 메뉴가 바뀌는데, 여름에는 망고 케이크와 수박 주스, 가을에는 무화과 케이크, 초당 옥수수를 활용한 다채로운 메뉴가 준비된다. 인근에는 해녀박물관, 숨비소리길, 비자림 같은 관광 명소도 가까워 연계 코스로 방문하기에 좋다."
미천굴,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,2738721,12,outdoor,indoor:몰 | outdoor:공원/오름,A01,A0101,A01011900,자연관광지,국립공원,동굴,126.8415509789,33.3833177616,"미천굴은 학술적, 관광적, 문화적 가치를 간직한 중요한 자원이며, 주변의 맑은 공기와 깨끗한 물, 푸른 들판, 오름 등을 간직하고 있다. 특히 원초적인 암흑의 지하 공간은 인간의 본질과 미래에 대해 사색하고 추상하는 창조의 공간이 된다. 도시에서는 쉽게 경험할 수 없는 절대 자연미를 느낄 수 있는 공간으로, 총 1,700m 중 365m 구간을 개방하고 있다. 미천굴의 입구는 천정함몰에 의해 형성되었으며 천정 두께는 비교적 얕은 편이다. 동굴을 형성한 현무암류에서는 동굴 지표면상의 유동 방향을 나타내는 로피 구조를 엿볼 수 있다."
미친부엌,제주특별자치도 제주시 탑동로 15 (삼도이동),2840469,39,indoor,indoor:음식점,A05,A0502,A05020300,음식점,한식,일식,126.5231672257,33.5170284317,"미친부엌은 제주특별자치도 제주시 탑동사거리에 위치한 감각적인 일식 주점이다. 사시미, 튀김, 짬뽕 나베, 숯불구이, 짚불구이 등 다양한 일식 메뉴를 선보이며, 전통과 퓨전이 어우러진 독특한 맛으로 많은 이들의 사랑을 받고 있다. 모든 요리는 수제로 정성스럽게 준비되며, 주문과 동시에 조리에 들어가는 시스템으로 신선한 맛을 자랑한다. 특히 실시간으로 조리 과정을 볼 수 있는 오픈형 주방은 보는 재미까지 더해준다. 다양한 퓨전 스타일의 일식 메뉴는 술과 함께 즐기기에 제격이다. 인근에는 탑동광장, 관덕정, 제주 원도심, 칠성로 등 여행지가 가까이 있어, 식사 전후로 둘러보기에도 좋다."
바그다드,제주특별자치도 제주시 관덕로8길 34,1404293,39,indoor,indoor:음식점,A05,A0502,A05020700,음식점,한식,이색음식점,126.5232423720,33.5103069552,"제주시 이도2동 시청 근처에 위치한 인도요리 레스토랑이다. 정통 인도요리 경력을 가지고 있는 요리사가 있어 현지에서 맛볼 수 있는 최상의 음식들을 제공하며, 한국인들의 입맛에도 잘 맞아 많은 이들의 발길이 끊이지 않고 있다. 특히 인기 있는 메뉴로는 전통 빵인 난, 신선한 토마토와 크림, 치즈로 만든 연한 치킨 마크니, 탄두리치킨 등이 있다. 카레와 함께 인도 전통빵인 난과 힘께 곁들여 먹는 것을 추천한다."
바늘오름,제주특별자치도 제주시 조천읍 교래리 산 108,1933217,12,outdoor,outdoor:공원/산/오름,A01,A0101,A01010400,자연관광지,국립공원,산,126.6540100777,33.4537041957,"제주시 조천읍 교래리에 위치한 이 오름은 주변에 가시덤불이 많아 바늘오름 또는 제주 사투리로 바늘을 이르는 바농오름이라고도 한다. 오름은 삼나무로 뒤덮여 숲을 이루고 있고, 삼나무를 벗어나면 해송과 낙엽수림, 잡목이 우거져 숲을 이루고 있다. 원형 화구 안에는 풀밭을 이루고 있는 가운데 해송, 쥐똥나무, 찔레나무, 청미래덩굴, 윤노리나무 등이 식생하고, 말굽형 화구 안에는 보리수나무와 잡목 등이 우거져 자연림의 숲을 이루고 있다. 동쪽에 북동쪽으로 깊은 골이 패어 있는 곳에 상록수림이 형성되어 있다. 오름의 남동쪽에는 주로 해송이 있다. 정상에서는 억새가 피는 계절이면 억새가 정상을 뒤덮을 정도로 가득하다. 날이 좋을 때는 바늘 오름 정상에서 한라산의 모습이 아주 가깝게 보이기도 한다. 또한 남쪽에는 돌문화공원이 보이는데, 바늘 오름 인근에는 돌문화공원, 에코랜드 등 가볼 만한 곳이 많아 위치적으로도 좋다."
바다다,제주특별자치도 서귀포시 대포로 148-15,2843885,39,indoor,indoor:박물관/센터/음식점/카페 | outdoor:야외,A05,A0502,A05020900,음식점,한식,카페/전통찻집,126.4366310264,33.2378551429,"바다다는 서귀포시 중문관광지 근처 대포로에 있는 카페이다. 중문 바다를 한눈에 볼 수 있으며 바다를 향해 앉아 논알콜 라임 모히또, 한라 스프링 등 에이드와 아메리카노, 바닐라라떼 등 다양한 종류의 커피와 블루문, 제주위트에일 맥주, 스텔라, 하이네켄 생맥주를 즐길 수 있다. 카페 건물은 노출 콘크리트와 통유리 문으로 개방감이 좋아 야외공간과 자연스럽게 연결되며 해송이 그늘을 만들어 준다. 근처 여행지로 대포주상절리, ICC 제주국제컨벤션센터 면세점, 아프리카박물관 등이 있다."
바다다이브,제주특별자치도 서귀포시 동홍로12번길 5,2820293,28,indoor,indoor:센터/숙박/호텔 | outdoor:레포츠,A03,A0303,A03030400,레포츠소개,윈드서핑/제트스키,스노쿨링/스킨스쿠버다이빙,126.5684943279,33.2498392394,바닷속 세상을 처음 접하는 초심자들을 위한 체험프로그램이 준비되어 있다. 보다 나아가 더 다양한 경험을 위해 스쿠버다이빙 입문 단계인 오픈워터 및 여러 자격증을 취득할 수 있도록 여러 스킨스쿠버 프로그램을 운영하는 바다다이브다. 늘 위생과 안전을 신경 쓰며 관리하고 있으며 청결한 센터 시설과 연계호텔을 통한 저렴한 가격에 숙박도 제공하고 있다. 우수한 강사진과 함께 체계적인 커리큘럼을 통한 소수인원 강습으로 고품질의 교육과정을 준비하며 항상 PADI의 규정에 모든 프로그램을 진행한다. 또한 매월 체험다이버 및 펀다이버를 위한 다양한 이벤트를 진행하여 재미있고 유익한 시간을 보낼 수 있다. 외국인 여행객 문의 상담과 모든 프로그램을 진행할 수 있는 담당 강사가 상주하고 있다.
바다를본돼지,제주특별자치도 제주시 한경면 판포1길 16,2763767,39,indoor,indoor:식당/음식점 | outdoor:산,A05,A0502,A05020100,음식점,한식,한식,126.1979322434,33.3656706031,비양도가 보이는 바다 경치를 감상하며 제주 흑돼지와 해산물을 함께 먹을 수 있는 바다를본돼지는 판포포구 근처에 위치해 있다. 식당 내부는 넓고 바다를 향해 폴딩도어가 있어 시원한 개방감을 준다. 대표 메뉴인 흑돼지구이를 고사리에 싸서 멜젓에 콕 찍어 먹으면 맛이 일품이다. 또한 돌솥밥에는 비벼 먹을 수 있는 전복 내장 소스가 함께 나와 인기가 좋다. 가성비 좋은 점심특선을 선호하는 손님도 많지만 저녁에 방문하여 붉은 석양을 보며 먹어도 좋다.
바다보는날,제주특별자치도 제주시 애월해안로 722,2861425,39,indoor,indoor:음식점 | outdoor:해안,A05,A0502,A05020100,음식점,한식,한식,126.3780111538,33.4839603437,"조각가 해물라면 바다보는날 애월해안도로점은 구엄포구 근처에 있다. 유명 셰프가 인정한 맛집으로 알려져 있으며 해물듬뿍라면, 통문어와 전복이 들어있는 문어전복라면, 한치 한 마리가 들어 있는 통한치해물라면 등 푸짐한 해물이 가득하여 여행자들의 인증샷 맛집이기도 하다. 이 밖에 수제 돈가스와 추억의 도시락, 한치튀김도 맛볼 수 있다. 매장 내부에 소품샵도 운영하고 있으며 한라봉 아이스크림도 판매하고 있다."
바다속고등어쌈밥,제주특별자치도 제주시 애월읍 일주서로 7089,2763771,39,indoor,indoor:음식점 | outdoor:산,A05,A0502,A05020100,음식점,한식,한식,126.4067836428,33.4842996510,"바다속고등어쌈밥은 든든하고 맛있는 식사를 할 수 있는 제주 애월에 위치한 고등어 쌈밥 맛집이다. 넓은 주차장을 갖추고 있어 편안하게 주차할 수 있고, 아침 일찍부터 밤 늦게까지 브레이크 타임 없이 운영해 언제든지 찾아가도 식사를 할 수 있는 곳이다. 잘 익은 묵은지와 어우러져 깊고 진한 맛을 머금은 고등어를 신선한 쌈에 싸 먹으면 밥도둑이 따로 없다. 제주도와 인근 지역의 특산 막걸리와 기념품도 함께 판매하고 있으며 바다속고등어쌈밥에서 직접 담그는 간장게장도 따로 구입이 가능하다."
바다에누워 펜션,제주특별자치도 서귀포시 남원읍 위미해안로 60,733516,32,indoor,indoor:숙박/펜션/호텔 | outdoor:산/해안 | mixed:파크,B02,B0201,B02010700,숙박시설,관광호텔,펜션,126.6578361411,33.2696884696,"바다에누워 펜션은 제주 서귀포시 남원읍 위미해안로에 위치해 있으며 한라산과 바다가 한눈에 보인다. 객실은 크기별로 3타입이 있고 객실 안에는 소파, TV, 전화, 헤어드라이어, 비누, 타월, 생수, 치약, 샴푸, 린스, 바디클렌져, 에어컨, 냉장고, 싱크대, 식탁, 각종 주방용품 등이 있다. 욕실은 깔끔한 화이트 톤의 타일로 꾸며져 있고 매일 청소해 깨끗한 공간에서 샤워할 수 있다. 제주도지사 선정 우수 관광사업체로 안심하고 숙박할 수 있다. 펜션이 위치한 남원읍 위미리는 감귤 농사를 많이 하는 농어촌 마을로 농장과 해양레저를 체험하기 좋은 여건을 갖추고 있다. 주변 가볼 만한 곳으로는 쇠소깍, 남원큰엉해안, 제주코코몽에코파크가 있다."
"바다와 풀밭이 맞닿은 푸른 세상 속으로, 제주 온평~표선 올레",,2381552,25,outdoor,indoor:갤러리 | outdoor:오름/해변,C01,C0115,C01150001,가족코스,도보코스,도보코스,126.9035617954,33.4042636720,"걸으면서 제주도의 아름다운 풍경과 문화를 접하는 데 올레만큼 좋은 건 없다. 3코스 온평~표선 올레는 오름을 넘고 바다와 벗하며 걷는 길이다. 통오름과 독자봉에서 제주 오름이 지닌 고유의 멋을 느끼고, 김영갑 갤러리에서 사진에 담긴 제주의 하늘과 바다, 오름, 바람을 감상한다. 신풍신천 바다목장의 너른 초원과 눈이 부시게 파란 표선해비치해변의 바다는 감탄을 자아내는 풍경이다."
바다위에코끼리,제주특별자치도 제주시 한림읍 협재1길 27-6,2755870,39,indoor,indoor:음식점/카페 | outdoor:해수욕장,A05,A0502,A05020900,음식점,한식,카페/전통찻집,126.2429414999,33.3978677462,"코끼리를 닮은 비양도가 보여 ‘바다 위에 코끼리’라는 이름을 가진 카페이다. 푸르고 푸른 협재 바다를 바라보며 생각 정리를 하기 좋은 곳이다. 크로플에 아이스크림 또는 제주말차라테와 당근케이크를 주문하고 창 넓은 곳에 앉아서 지금까지 내가 걸어온 길, 앞으로 내가 나아가야 할 길 등 잔잔한 바다가 전해주는 마음의 소리를 듣기 좋은 곳이다. 제주에서만 살 수 있는 기프트 샵도 같이 있어서 귀엽고 아기자기한 물품들을 사기 좋다. 협재 해수욕장 근처 한적하면서도 감성적인 카페를 찾는다면 적극적으로 추천한다."
바다제비,제주특별자치도 제주시 한림읍 한림로 640,2858631,39,indoor,indoor:센터/식당/음식점 | outdoor:산,A05,A0502,A05020100,음식점,한식,한식,126.2620867111,33.4133496661,"바다제비는 제주 한림읍 주민자치센터 바로 옆에 자리한 아담하고 따뜻한 분위기의 한식당이다. 이곳은 바다의 신선한 재료를 활용한 다양한 메뉴들을 판매하고 있다. 대표 메뉴로는 제주산 딱새우와 꽃게가 푸짐하게 들어간 얼큰한 수제비와 칼국수가 있으며, 또 하나의 인기 메뉴인 몸칼국수는 제주 전통 음식인 몸국을 현대적으로 재해석한 메뉴로, 사골 베이스로 우려낸 국물의 구수함과 진한 풍미가 일품이다. 그 외에도 제주산 한치를 아낌없이 넣은 고소하고 쫀득한 한치파전, 탱글탱글한 새우가 듬뿍 들어간 바삭한 새우부추전은 사이드 메뉴로 곁들이기 좋다. 또한 반려동물 동반이 가능해 애완동물과 함께 식사할 수 있는 점도 큰 장점 중 하나다."
바다하우스,제주특별자치도 제주시 애월읍 애월해안로 218,1853848,32,indoor,indoor:숙박/음식점/펜션/호텔 | outdoor:산/정원/해안,B02,B0201,B02010700,숙박시설,관광호텔,펜션,126.3356596732,33.4665921534,"제주도 애월에 위치한 바다하우스 펜션은 파도 물결 소리가 찰랑찰랑 귓가에 들리고 거실에 앉아 있으면 바다 위에 떠 있는 듯한 설렘을 느끼게 하는 곳이다. 제주공항에서 서쪽으로 20분 거리에 애월 해안도로에 있다. 
바다하우스는 어느 곳 보다 깨끗하고 노을 빛이 환상적으로 아름다운 곳이다. 넓은 정원과 바다향기를 맡으면서 바비큐 파티를 즐길 수 있는 시설이 갖추어져 있고, 주변에는 자연산을 고집하는 횟집, 24시 편의점 등 다양한 먹거리를 즐길 수 있는 음식점이 있다."
바다해호텔,제주특별자치도 서귀포시 천지연로 3-1 (서귀동),2621955,32,indoor,indoor:숙박/호텔 | mixed:관광단지,B02,B0201,B02011100,숙박시설,관광호텔,게스트하우스,126.5656503182,33.2414512305,"바다 해 호텔은 서귀포 항에 위치한 신축 호텔로 부담 없는 가격과 양질의 객실 서비스, 청결한 객실 관리를 하고 있다. 관광단지에 인접하여 있고 시내권에 위치하여 관광 및 비즈니스 차 제주를 방문한 고객들에게 부담 없는 숙박 시설이다."
바당수산,제주특별자치도 제주시 임항로 49,1863246,38,outdoor,indoor:쇼핑/시장 | outdoor:산,A04,A0401,A04010600,쇼핑,5일장,전문매장/상가,126.5300249638,33.5169924336,"제주특별자치도 제주시 서부두수산시장에 위치한 제주 바당수산은 신선한 해산물을 판매하는 수산가게이다. 이곳은 제주 바다에서 직접 잡은 다양한 생선과 해산물을 제공하며, 최고 품질의 신선한 해산물을 손쉽게 구매할 수 있는 장소이다. 제주 바당수산은 생선, 오징어 등 다양한 해산물을 판매하며, 온라인 주문 후 택배로도 수령이 가능하다. 이를 통해 제주에 직접 방문하지 않아도 신선한 해산물을 집에서 편리하게 받아볼 수 있다."
바당한그릇,제주특별자치도 제주시 애월읍 애월해안로 552-3,2870619,39,indoor,indoor:음식점 | outdoor:산/전망대/해안,A05,A0502,A05020100,음식점,한식,한식,126.3624376332,33.4784329318,"바당한그릇은 애월해안도로를 달리다 만나는 애월 돌고래전망대 인근에 위치한 해산물 요리 전문점이다. 애월해안로에 위치해 있어 전망 좋으며, 바다를 보며 해산물 요리를 맛볼 수 있다. 수족관이 있어서 싱싱한 활어와 전복, 해물을 관리하며, 제주도 특산물과 제주도 채소를 사용하여 음식을 만든다. 바당한그릇의 대표메뉴는 제철활어와 활전복, 돌문어, 딱새우가 있는 바당 특 물회이다. 제주해녀가 잡은 제주성게와 톳이 들어간 미역국도 인기가 많으며, 성게비빔밥도 맛있다. 또, 사시미해물모둠과 특물회, 새우튀김을 먹을 수 있는 세트와 매콤한 제주해물볶음과 특물회, 새우튀김을 먹을 수 있는 세트 메뉴도 준비되어 있어 든든한 한끼 식사가 가능하다."
바람,제주특별자치도 제주시 구좌읍 월정1길 46-9,2789355,38,outdoor,indoor:쇼핑/카페 | outdoor:산,A04,A0401,A04010900,쇼핑,5일장,특산물판매점,126.7927818175,33.5551951990,"제주 월정리에 자리한 소품 숍 겸 카페다. 마치 휴양지의 소품가게를 떠올리게 할 만큼 이국적인 분위기로 꾸며진 이곳은 브런치와 가벼운 음료를 마실 수 있는 카페도 겸하고 있다. 연두색 지붕과 감각적으로 꾸며진 앞마당이 눈길을 사로잡는 바람은 주택을 리모델링해 신발을 벗고 들어서는 구조이다. 가게 내부에는 화려한 색감의 옷이나 독특한 디자인의 모자, 개성 넘치는 소품들로 가득 채워져 있다. 곳곳에 초록색 식물들을 배치해 싱그러운 활기가 넘친다."
바람벽에흰당나귀,제주특별자치도 제주시 구좌읍 동복로 11,2836891,39,indoor,indoor:음식점/카페 | outdoor:산,A05,A0502,A05020900,음식점,한식,카페/전통찻집,126.7076142444,33.5538828606,"바람벽에 흰당나귀는 제주특별자치도 제주시 구좌읍에 위치한 독특한 감성 카페이다. 이곳은 제주도의 자연과 예술이 어우러진 공간으로, 바람벽을 따라 흰당나귀 조형물이 설치되어 있어 방문객들에게 신비로운 분위기를 선사한다. 카페 내부는 따뜻한 조명과 아기자기한 소품들로 꾸며져 있어 편안하고 아늑한 분위기를 자아낸다. 다양한 음료와 디저트 메뉴는 이곳의 대표적인 매력 중 하나로, 방문객들에게 특별한 경험을 제공한다. 카페 주변에는 제주도의 아름다운 자연 경관이 펼쳐져 있어 산책이나 사진 촬영을 즐기기에 좋다. 바람벽에 흰당나귀는 예술과 자연이 어우러진 공간으로, 제주 여행 중 여유로운 시간을 보내기에 좋은 장소이다."
바램목장&카페,제주특별자치도 서귀포시 신화역사로 611,2851007,39,indoor,indoor:음식점/카페 | outdoor:정원 | mixed:월드,A05,A0502,A05020900,음식점,한식,카페/전통찻집,126.3525866828,33.3111818331,"바람목장&카페는 서귀포 동광육거리 근처 양잠단지 방향에 있다. 양목장 테마 카페로 어린이와 함께 가기 좋다. 창문을 통해 넓은 정원에 놀고 있는 양들을 볼 수 있고, 양 먹이를 따로 구매해 먹이 주기 체험도 할 수 있다. 양목장인 만큼 비가 오면 휴무이며 인스타그램을 통해 공지한다. 한라봉차, 청귤차 등 제주 식재료를 이용한 음료가 있으며, 사이드메뉴로 베이글과 쿠키세트 등을 판매한다. 근처 여행지로 헬로키티아일랜드, 제주신화월드 등이 있다.  
※ 반려동물 동반 불가"
바리메오름,제주특별자치도 제주시 애월읍 어음리 산1,2765227,12,outdoor,outdoor:공원/둘레길/산/오름,A01,A0101,A01010400,자연관광지,국립공원,산,126.3752995443,33.3930648051,"바리메 오름은 제주시 애월읍 어음리에 있는 오름으로 오름 중 높고 경사가 가파른 오름에 속한다. 오름 정상 분화구 모양이 절에서 쓰는 승려들의 공양 그릇 바리를 닮았다고 하여 바리메 오름으로 불리게 되었다. 오름의 서쪽으로는 목장이 들어서 있고, 나머지 경사면은 소나무가 무성히 자라고 있다. 경사가 있는 오름으로 둘레길처럼 운동화 차림보다는 등산화 차림이 편할 수 있다. 등산로를 따라 다양한 야생화와 피어있고 정상에는 다래 오름, 폭낭오름, 괴오름, 북돌아진 오름 등이 있어 크고 작은 오름들이 어울려 있는 진풍경을 만날 수 있다."
